configurationID,H264,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,size,usertime,systemtime,elapsedtime,memorytime
566,true,false,true,true,false,false,false,false,false,40,9,3484,445.22,26.13,73.32,0
567,true,true,true,false,true,false,false,true,true,20,5,3052,278.37,27.73,48.15,0
568,true,true,true,false,true,false,false,false,true,40,9,3056,434.42,26.09,71.39,0
569,true,false,true,true,false,false,false,true,false,20,9,3480,398.92,25.78,64.67,0
57,true,true,true,false,true,false,true,true,false,20,1,4192,221.44,29.55,40.94,0
570,true,true,true,false,true,false,false,false,true,40,5,3060,307.97,26.48,53.19,0
571,true,true,true,false,true,false,false,true,true,20,1,3072,196.85,28.37,38.30,0
572,true,false,true,true,true,true,false,false,true,40,1,3604,207.90,28.33,39.92,0
573,true,false,true,false,true,true,false,true,false,60,9,3120,438.85,25.67,70.55,0
574,true,true,true,true,false,false,true,false,false,60,1,4744,217.64,29.27,40.08,0
575,true,true,true,true,true,true,true,true,true,20,9,4828,444.65,26.02,69.74,0
576,true,true,true,true,false,false,true,true,false,40,9,4720,414.20,25.63,66.83,0
577,true,true,true,true,true,true,true,false,true,40,9,4800,502.93,26.03,80.51,0
578,true,true,true,true,true,true,true,true,true,20,5,4836,319.21,26.54,52.61,0
579,true,true,true,true,true,true,true,false,true,40,5,4808,348.67,26.03,58.37,0
58,true,false,true,true,true,true,true,false,true,60,1,4892,237.40,28.87,42.77,0
580,true,true,true,true,false,false,true,true,false,40,1,4744,217.21,29.32,40.16,0
581,true,true,true,true,true,true,true,true,true,20,1,4844,222.69,28.78,41.42,0
582,true,true,true,true,false,false,true,false,false,60,5,4696,331.10,25.30,55.70,0
583,true,true,true,true,false,false,true,true,false,40,5,4724,301.55,26.06,50.93,0
584,true,true,true,true,true,true,true,false,true,40,1,4844,218.71,29.45,40.48,0
585,true,true,true,true,false,false,true,false,false,60,9,4688,468.12,26.47,77.12,0
586,true,false,true,true,false,true,true,false,false,20,5,4768,363.32,26.00,60.79,0
587,true,true,true,false,false,true,true,false,false,40,1,4148,223.90,29.45,41.15,0
588,true,true,true,false,false,false,false,true,false,20,9,2984,391.15,25.59,63.43,0
589,true,false,true,false,true,false,true,true,false,20,5,4184,318.62,25.67,52.90,0
59,true,true,true,false,true,false,false,true,true,60,9,3076,394.32,25.83,64.20,0
590,true,true,true,false,false,true,true,false,false,40,5,4108,355.56,26.40,59.56,0
591,true,false,true,true,false,true,true,false,false,20,9,4756,520.07,26.45,83.37,0
592,true,true,true,true,true,false,true,false,true,20,9,4788,476.91,26.10,77.60,0
593,true,false,true,false,true,false,true,true,false,20,9,4184,430.24,25.68,69.38,0
594,true,true,true,false,false,true,true,false,false,40,9,4104,499.59,26.40,80.31,0
595,true,true,true,true,false,false,true,true,true,40,5,4780,301.57,26.09,50.94,0
596,true,true,true,true,false,false,true,true,true,40,9,4776,414.53,25.69,66.72,0
597,true,false,true,true,false,false,true,false,false,40,9,4740,485.76,25.72,79.01,0
598,true,false,true,false,true,true,false,true,true,60,1,3160,215.69,28.71,41.01,0
599,true,false,true,true,false,false,true,false,false,40,1,4784,237.36,28.66,42.33,0
6,true,false,true,false,true,true,false,false,false,20,1,3104,214.54,28.86,40.26,0
60,true,true,true,true,false,true,false,false,true,60,5,3500,330.48,26.36,55.97,0
600,true,true,true,true,true,false,true,false,true,20,5,4800,338.11,26.15,57.32,0
601,true,false,true,true,false,false,true,false,false,40,5,4748,348.72,25.84,58.98,0
602,true,true,true,true,true,false,true,false,true,20,1,4840,219.99,29.45,40.59,0
603,true,false,true,false,true,true,false,true,true,40,5,3144,314.89,26.46,52.61,0
604,true,false,true,false,true,true,false,true,true,40,1,3156,217.34,28.38,40.70,0
605,true,true,true,true,false,true,true,true,true,20,1,4796,222.15,28.47,40.39,0
606,true,true,true,true,false,true,true,true,true,20,5,4792,323.24,26.46,53.45,0
607,true,false,true,false,true,true,false,true,true,40,9,3144,450.62,26.31,71.46,0
608,true,true,true,true,false,false,true,true,true,60,1,4788,220.78,29.55,40.68,0
609,true,true,true,true,true,true,true,false,true,20,9,4800,512.89,26.72,82.84,0
61,true,true,true,true,false,true,true,false,false,20,5,4708,351.54,26.14,58.52,0
610,true,true,true,true,false,true,true,true,true,20,9,4784,453.90,26.11,71.02,0
611,true,true,true,false,false,false,true,false,false,60,1,4144,225.06,29.35,40.89,0
612,true,true,true,true,false,false,true,true,true,60,5,4780,304.09,26.54,51.29,0
613,true,true,true,true,true,true,true,false,true,20,5,4808,352.36,26.21,58.83,0
614,true,true,true,false,false,false,false,true,false,40,1,3032,198.23,28.68,39.13,0
615,true,false,true,false,true,false,true,true,false,40,1,4200,240.24,28.86,42.96,0
616,true,true,true,true,true,true,true,false,true,20,1,4844,222.13,29.44,40.67,0
617,true,true,true,false,false,false,false,true,false,40,5,3008,278.55,27.76,48.89,0
618,true,true,true,false,false,false,true,false,false,60,9,4096,479.15,26.17,78.21,0
619,true,false,true,false,true,false,true,true,false,40,5,4184,320.35,26.42,53.98,0
62,true,false,true,false,true,true,false,false,false,40,9,3104,504.78,26.53,82.10,0
620,true,false,true,true,false,true,true,false,false,40,1,4796,241.10,29.57,43.00,0
621,true,true,true,false,false,false,true,false,false,60,5,4100,339.44,26.14,57.38,0
622,true,true,true,false,false,false,false,true,false,40,9,3008,399.42,25.69,65.05,0
623,true,false,true,true,false,false,false,false,true,60,9,3516,455.85,26.28,75.25,0
624,true,true,true,false,false,true,true,false,false,60,5,4108,353.54,26.11,59.10,0
625,true,false,true,true,false,false,false,false,true,60,5,3524,323.72,26.34,55.61,0
626,true,true,true,false,false,true,true,false,false,60,9,4104,507.11,26.74,81.37,0
627,true,true,true,true,false,false,true,true,true,20,5,4780,308.16,26.01,52.01,0
628,true,true,true,true,false,false,true,true,true,20,9,4776,419.34,26.14,68.13,0
629,true,false,true,true,false,true,false,false,true,40,9,3536,468.68,25.85,73.04,0
63,true,true,true,false,true,false,true,true,false,20,5,4164,297.03,26.40,47.87,0
630,true,false,true,true,false,false,true,false,false,20,5,4748,333.70,25.50,54.50,0
631,true,false,true,false,true,true,true,true,false,20,5,4196,321.12,25.54,50.57,0
632,true,true,true,false,false,true,false,true,false,20,9,3004,419.72,25.33,62.88,0
633,true,false,true,false,true,true,true,true,false,20,9,4196,447.85,25.80,66.72,0
634,true,false,true,true,false,false,true,false,false,20,9,4740,461.15,25.60,73.15,0
635,true,false,true,true,false,false,false,false,true,60,1,3548,193.71,27.31,37.06,0
636,true,true,true,false,false,true,false,true,false,20,1,3020,188.98,27.43,35.97,0
637,true,false,true,true,false,false,true,false,false,20,1,4784,227.48,27.69,39.08,0
638,true,false,true,false,true,true,true,true,false,20,1,4212,234.39,28.49,40.77,0
639,true,true,true,false,false,true,false,true,false,20,5,3004,292.27,25.94,46.68,0
64,true,true,true,false,true,false,false,true,true,60,5,3080,270.13,27.11,45.47,0
640,true,true,true,false,false,true,true,false,false,60,1,4148,213.91,28.56,38.24,0
641,true,false,true,false,true,true,false,true,true,60,9,3148,434.12,25.60,66.41,0
642,true,false,true,false,true,true,false,true,true,60,5,3148,305.57,26.21,49.31,0
643,true,true,true,true,false,true,true,true,true,40,1,4796,211.38,28.22,37.72,0
644,true,true,true,true,false,true,true,true,true,40,5,4792,307.24,25.73,48.60,0
645,true,true,true,true,false,true,true,true,true,40,9,4784,434.22,25.77,64.60,0
646,true,false,true,true,false,true,false,false,true,60,9,3540,471.18,25.74,73.63,0
647,true,true,true,false,false,false,true,false,false,40,1,4144,215.43,28.78,38.40,0
648,true,false,true,false,true,false,false,true,true,60,9,3128,389.27,25.17,60.01,0
649,true,false,true,true,false,true,false,false,true,60,5,3548,327.71,26.02,53.66,0
65,true,true,true,true,false,true,false,false,true,60,1,3520,179.90,27.31,36.15,0
650,true,false,true,false,true,false,false,true,true,60,5,3128,283.63,26.97,46.83,0
651,true,true,true,true,false,false,true,true,true,40,1,4788,207.23,28.53,37.53,0
652,true,false,true,true,false,true,false,false,true,60,1,3564,196.55,27.25,37.34,0
653,true,true,true,false,false,false,true,false,false,40,9,4096,448.52,25.41,70.88,0
654,true,true,true,false,false,false,false,true,false,20,1,3004,185.77,27.59,35.64,0
655,true,false,true,false,true,false,false,true,true,60,1,3140,198.76,27.77,37.75,0
656,true,false,true,true,false,true,true,false,false,20,1,4796,227.40,28.25,39.53,0
657,true,true,true,false,false,false,false,true,false,20,5,2984,270.19,26.78,44.68,0
658,true,true,true,false,false,false,true,false,false,40,5,4100,320.33,25.53,52.80,0
659,true,false,true,false,true,false,true,true,false,20,1,4200,231.25,28.06,39.65,0
66,true,true,true,true,false,true,true,false,false,20,9,4696,474.39,25.68,73.39,0
660,true,true,true,true,true,true,false,true,false,40,1,3540,182.05,27.67,35.95,0
661,true,false,true,true,false,true,true,false,false,60,9,4756,491.02,25.61,76.27,0
662,true,false,true,false,true,false,true,true,false,60,9,4184,420.93,25.48,63.73,0
663,true,false,true,true,false,false,false,false,true,40,9,3512,427.81,25.49,67.99,0
664,true,false,true,true,true,false,false,false,false,20,9,3500,435.00,25.50,68.15,0
665,true,false,true,true,false,false,false,false,true,40,5,3520,308.54,26.19,50.83,0
666,true,true,true,true,true,true,false,true,false,40,9,3520,420.02,25.54,63.29,0
667,true,false,true,true,true,false,false,false,false,20,5,3508,309.37,26.83,51.16,0
668,true,false,true,false,true,true,true,false,true,40,9,4224,506.88,25.87,78.23,0
669,true,false,true,true,true,false,false,false,false,20,1,3536,198.59,27.78,36.87,0
67,true,false,true,false,true,false,false,false,false,40,5,3092,311.58,26.01,52.65,0
670,true,true,true,true,true,true,false,true,false,40,5,3532,292.99,26.05,47.35,0
671,true,false,true,false,true,true,true,false,true,40,5,4232,355.62,25.65,57.31,0
672,true,true,true,false,false,true,false,false,true,40,9,3028,462.89,25.74,71.58,0
673,true,false,true,false,true,true,true,false,true,40,1,4252,235.31,28.29,40.46,0
674,true,true,true,true,true,false,true,false,true,60,1,4840,208.68,28.72,37.70,0
675,true,true,true,false,false,true,false,false,true,40,5,3032,318.92,25.66,51.93,0
676,true,true,true,false,false,true,false,false,true,40,1,3064,191.54,28.09,36.87,0
677,true,false,true,true,false,false,false,false,true,40,1,3544,198.81,27.84,37.24,0
678,true,true,true,true,true,false,true,false,true,60,9,4788,455.83,25.52,71.54,0
679,true,true,true,true,true,false,false,true,true,20,9,3504,379.49,25.65,58.41,0
68,true,true,true,false,true,false,true,true,false,20,9,4164,410.05,25.38,62.39,0
680,true,true,true,true,true,false,true,false,true,60,5,4800,325.23,25.63,52.95,0
681,true,true,true,true,true,true,true,false,false,60,9,4740,489.27,25.99,75.47,0
682,true,true,true,true,true,false,false,true,true,40,5,3536,271.61,27.14,45.58,0
683,true,true,true,true,true,true,true,false,false,60,5,4748,336.89,25.68,54.33,0
684,true,true,true,true,true,false,false,true,true,40,1,3556,183.01,27.53,35.79,0
685,true,true,true,true,false,true,true,true,true,60,1,4796,212.70,28.64,37.92,0
686,true,true,true,false,true,true,false,false,false,40,1,3088,190.49,27.62,36.65,0
687,true,true,true,true,true,true,true,false,false,60,1,4800,212.71,28.32,37.95,0
688,true,true,true,true,false,true,true,true,true,60,5,4792,312.46,26.00,49.25,0
689,true,true,true,true,false,true,true,true,true,60,9,4784,439.04,25.82,65.33,0
69,true,true,true,false,false,false,true,true,true,60,9,4164,412.13,25.54,62.74,0
690,true,true,true,false,true,true,false,false,false,40,9,3052,465.83,25.72,72.56,0
691,true,true,true,false,true,true,false,false,false,40,5,3052,324.55,26.12,52.96,0
692,true,true,true,true,false,false,true,true,true,20,1,4788,213.50,28.33,37.87,0
693,true,false,true,true,false,true,false,true,false,20,9,3504,435.50,25.65,65.11,0
694,true,false,true,true,false,true,false,true,false,20,5,3508,305.76,26.00,48.64,0
695,true,false,true,true,false,true,false,true,false,20,1,3504,199.58,28.05,37.16,0
696,true,false,true,true,false,false,false,false,true,20,5,3496,307.58,25.75,50.95,0
697,true,false,true,false,true,false,true,true,false,40,9,4184,424.91,25.53,64.51,0
698,true,true,true,true,true,true,false,true,false,60,1,3544,182.96,27.11,36.34,0
699,true,true,true,false,false,true,true,false,false,20,1,4148,217.87,28.58,38.44,0
7,true,true,true,false,true,false,false,true,true,40,9,3076,386.53,24.99,59.39,0
70,true,false,true,false,true,false,false,false,false,40,1,3120,202.18,27.90,37.85,0
700,true,false,true,true,false,true,true,false,false,40,5,4768,354.89,25.79,58.12,0
701,true,false,true,true,false,false,false,false,true,20,1,3516,198.77,27.49,36.83,0
702,true,true,true,true,true,false,true,false,true,40,9,4788,458.00,25.61,71.93,0
703,true,true,true,false,false,true,true,false,false,20,5,4108,341.29,25.83,55.02,0
704,true,false,true,true,false,true,true,false,false,40,9,4756,503.09,25.89,78.03,0
705,true,false,true,false,true,true,true,false,true,60,9,4224,512.10,26.19,79.59,0
706,true,true,true,false,false,true,true,false,false,20,9,4104,485.87,25.82,75.05,0
707,true,true,true,true,true,true,false,true,false,60,9,3524,427.91,25.31,64.92,0
708,true,false,true,false,true,true,true,false,true,60,5,4232,362.46,25.79,58.21,0
709,true,false,true,true,false,false,false,false,true,20,9,3484,433.81,25.83,68.40,0
71,true,false,true,false,false,true,true,false,false,40,1,4180,233.78,28.31,40.30,0
710,true,true,true,false,false,true,false,false,true,60,9,3028,462.39,25.96,72.16,0
711,true,true,true,true,true,true,false,true,false,60,5,3536,295.57,26.94,48.49,0
712,true,false,true,false,true,true,true,false,true,60,1,4252,238.31,28.18,40.43,0
713,true,true,true,false,false,true,false,false,true,60,5,3036,323.31,25.73,52.66,0
714,true,true,true,false,false,true,false,false,true,60,1,3068,191.31,27.89,37.15,0
715,true,true,true,true,true,false,true,false,true,40,5,4800,327.37,25.68,53.22,0
716,true,true,true,true,true,false,true,false,true,40,1,4840,213.03,28.45,37.91,0
717,true,true,true,true,true,false,false,true,true,20,5,3512,270.80,26.73,44.58,0
718,true,false,true,false,true,true,false,true,true,20,5,3120,310.03,25.96,48.94,0
719,true,false,true,true,false,true,false,true,false,40,1,3532,200.87,27.21,37.60,0
72,true,false,true,true,true,false,true,false,true,60,9,4840,478.70,25.62,75.03,0
720,true,true,true,true,true,false,false,true,true,20,1,3524,182.16,27.45,35.51,0
721,true,false,true,false,true,true,false,true,true,20,1,3128,206.33,27.95,37.79,0
722,true,true,true,false,true,true,false,false,false,20,1,3068,191.77,27.56,36.30,0
723,true,false,true,false,true,true,false,true,true,20,9,3116,443.90,25.81,66.13,0
724,true,true,true,false,true,true,false,false,false,20,9,3024,471.97,26.07,72.66,0
725,true,true,true,false,false,false,false,true,false,60,1,3036,187.72,27.82,37.11,0
726,true,true,true,false,true,true,false,false,false,20,5,3028,323.22,26.08,52.45,0
727,true,false,true,true,false,true,true,false,false,60,1,4796,230.61,28.45,39.98,0
728,true,true,true,false,false,false,false,true,false,60,5,3016,279.23,27.17,46.66,0
729,true,false,true,true,false,true,false,true,false,40,9,3528,440.84,25.91,66.40,0
73,true,true,true,false,true,true,true,false,true,20,9,4192,494.65,26.01,76.39,0
730,true,false,true,false,true,false,true,true,false,60,1,4200,242.54,28.90,41.84,0
731,true,false,true,true,false,true,true,false,false,60,5,4768,352.93,25.60,57.25,0
732,true,true,true,false,false,false,false,true,false,60,9,3012,390.76,25.58,60.44,0
733,true,false,true,true,false,true,false,true,false,40,5,3536,303.71,26.18,49.04,0
734,true,false,true,false,true,false,true,true,false,60,5,4184,314.42,25.67,49.93,0
735,true,false,true,false,false,false,true,true,true,40,1,4204,236.70,28.49,40.39,0
736,true,true,true,false,false,false,false,false,true,20,1,3024,189.86,27.66,35.95,0
737,true,false,true,false,false,false,true,true,true,40,5,4196,314.56,25.79,49.89,0
738,true,true,true,false,false,false,false,false,true,20,5,2988,302.19,25.59,49.48,0
739,true,false,true,true,true,false,false,false,false,60,9,3528,442.19,25.87,70.18,0
74,true,false,true,false,false,true,true,false,false,40,5,4144,358.14,25.88,57.92,0
740,true,true,true,false,false,false,false,false,true,20,9,2984,430.39,25.82,67.33,0
741,true,false,true,true,true,false,false,false,false,60,5,3536,313.35,26.17,52.44,0
742,true,false,true,true,true,false,false,false,false,60,1,3564,198.28,27.76,37.95,0
743,true,true,true,true,true,false,true,false,false,40,5,4744,328.86,25.73,53.61,0
744,true,true,true,true,true,false,true,true,false,20,1,4792,213.82,28.52,38.05,0
745,true,true,true,true,true,false,true,false,false,40,9,4728,459.81,25.69,72.62,0
746,true,true,true,true,true,false,true,true,false,20,5,4768,299.84,25.76,48.06,0
747,true,false,true,false,false,true,true,true,true,20,1,4216,237.07,28.01,40.51,0
748,true,false,true,false,false,true,true,true,true,20,5,4204,333.10,26.19,52.02,0
749,true,true,true,true,true,false,true,true,false,20,9,4760,417.06,25.36,63.52,0
75,true,false,true,false,false,true,false,true,false,20,9,3064,446.53,25.79,66.95,0
750,true,false,true,false,false,true,true,true,true,20,9,4200,466.56,26.08,69.35,0
751,true,true,true,false,false,false,true,false,true,20,5,4144,336.52,25.82,54.73,0
752,true,true,true,false,false,false,true,false,true,20,9,4136,465.54,25.72,73.17,0
753,true,true,true,true,true,false,true,false,false,60,1,4792,214.48,28.59,38.28,0
754,true,true,true,false,false,false,true,false,true,20,1,4184,218.76,28.38,38.63,0
755,true,true,true,true,true,false,true,false,false,60,5,4744,331.75,25.76,54.04,0
756,true,true,true,true,true,false,true,true,false,40,1,4792,211.01,28.95,38.15,0
757,true,false,true,false,false,false,true,true,true,20,9,4188,430.39,26.11,65.35,0
758,true,false,true,false,false,false,true,true,true,60,5,4196,316.97,25.97,50.55,0
759,true,false,true,false,true,true,true,false,true,20,9,4224,517.05,26.27,80.27,0
76,true,true,true,false,false,false,true,true,true,60,1,4184,222.88,29.05,39.27,0
760,true,false,true,true,true,false,false,false,false,40,9,3528,450.34,26.36,71.49,0
761,true,false,true,false,false,false,true,true,true,60,9,4188,439.83,25.67,66.51,0
762,true,false,true,false,true,true,true,false,true,20,5,4232,366.68,25.75,58.79,0
763,true,false,true,true,true,false,false,false,false,40,5,3532,315.74,26.47,52.35,0
764,true,false,true,false,true,true,true,false,true,20,1,4252,239.59,28.26,40.90,0
765,true,false,true,true,true,false,false,false,false,40,1,3564,198.95,28.16,37.61,0
766,true,false,true,false,false,false,true,true,true,60,1,4204,235.55,28.34,40.60,0
767,true,false,true,false,false,true,true,true,true,40,1,4216,238.18,28.78,40.66,0
768,true,true,true,true,true,false,true,false,false,20,5,4744,330.19,25.83,54.00,0
769,true,false,true,false,false,true,true,true,true,40,5,4204,332.35,25.79,51.86,0
77,true,false,true,false,false,true,true,false,false,40,9,4144,508.40,25.96,79.42,0
770,true,true,true,true,true,false,true,false,false,20,9,4728,461.30,25.70,72.91,0
771,true,false,true,false,false,true,true,true,true,40,9,4200,466.16,26.08,68.72,0
772,true,false,true,false,false,false,false,false,false,20,1,3056,206.63,27.99,37.90,0
773,true,true,true,true,true,false,false,true,true,40,9,3532,391.27,25.58,60.10,0
774,true,true,true,true,true,false,false,true,true,60,9,3536,387.24,25.94,60.15,0
775,true,false,true,false,false,false,false,false,false,20,5,3028,316.68,26.15,52.15,0
776,true,true,true,true,true,false,false,true,true,60,5,3540,271.23,27.38,45.94,0
777,true,false,true,false,false,false,false,false,false,20,9,3028,448.53,26.07,70.94,0
778,true,true,true,true,true,false,false,true,true,60,1,3560,183.01,27.55,36.45,0
779,true,true,true,true,true,false,false,true,false,20,9,3476,388.15,25.85,59.68,0
78,true,true,true,false,true,true,true,false,true,20,5,4196,349.41,25.79,55.96,0
780,true,true,true,true,true,false,false,true,false,20,5,3480,276.46,26.88,45.51,0
781,true,true,true,true,true,false,true,false,false,40,1,4792,214.71,28.97,38.32,0
782,true,true,true,true,true,false,false,true,false,20,1,3500,184.97,27.24,35.48,0
783,true,false,true,false,false,false,true,true,true,40,9,4188,430.46,25.77,65.13,0
784,true,true,true,false,false,false,false,true,true,40,1,3048,189.69,27.83,36.58,0
785,true,true,true,false,false,false,false,false,true,60,5,3016,302.75,26.02,50.54,0
786,true,true,true,false,false,false,false,false,true,60,9,3016,436.56,25.97,68.95,0
787,true,true,true,false,false,false,false,true,true,40,5,3032,281.81,27.11,46.30,0
788,true,true,true,false,false,false,false,true,true,40,9,3032,395.26,25.41,60.66,0
789,true,false,true,true,false,true,true,false,true,40,5,4820,358.74,25.89,57.97,0
79,true,true,true,false,false,false,true,true,true,60,5,4164,304.65,26.09,48.81,0
790,true,false,true,true,false,true,false,false,true,20,9,3512,487.00,26.17,74.75,0
791,true,false,true,true,false,true,true,false,true,40,1,4848,239.81,29.27,42.06,0
792,true,false,true,false,false,true,true,true,true,60,1,4216,238.22,28.36,40.63,0
793,true,true,true,false,false,true,false,true,false,40,9,3024,435.80,25.70,65.51,0
794,true,true,true,true,true,false,true,true,false,60,5,4768,303.05,26.29,48.43,0
795,true,false,true,true,false,true,true,false,true,40,9,4816,515.53,26.10,79.21,0
796,true,false,true,false,false,true,true,true,true,60,5,4204,335.26,26.32,52.67,0
797,true,true,true,true,true,false,true,true,false,60,9,4760,419.38,25.39,64.08,0
798,true,false,true,false,false,true,true,true,true,60,9,4200,462.09,26.10,68.69,0
799,true,true,true,false,false,true,false,true,false,40,1,3040,190.75,28.30,37.23,0
8,true,false,true,true,true,true,true,false,true,40,5,4864,361.10,25.92,58.24,0
80,true,true,true,false,true,true,true,false,true,20,1,4240,225.11,28.34,39.26,0
800,true,true,true,false,false,true,false,false,false,60,5,3012,325.74,25.89,53.33,0
801,true,true,true,false,false,true,false,false,false,60,9,3008,471.51,26.04,73.89,0
802,true,true,true,false,false,true,false,true,false,40,5,3024,306.62,26.65,49.36,0
803,true,false,true,true,true,false,true,true,true,60,9,4864,431.90,25.80,65.34,0
804,true,true,true,false,false,false,true,false,true,60,9,4136,472.72,25.87,73.80,0
805,true,false,true,true,true,false,true,true,true,60,5,4872,319.57,25.87,50.80,0
806,true,true,true,false,false,true,false,true,false,60,1,3044,195.22,27.83,37.34,0
807,true,true,true,false,false,false,true,false,false,20,9,4096,473.22,25.79,73.91,0
808,true,true,true,false,false,false,true,false,true,60,1,4184,220.53,28.24,38.85,0
809,true,true,true,true,true,false,false,true,false,40,9,3504,393.39,25.75,60.47,0
81,true,true,true,false,false,true,true,true,true,60,5,4172,322.89,25.90,50.69,0
810,true,true,true,false,false,false,true,false,true,60,5,4144,335.59,25.78,54.72,0
811,true,true,true,true,true,false,false,true,false,40,5,3508,279.58,26.57,46.07,0
812,true,true,true,true,true,false,false,true,false,40,1,3528,186.64,27.83,36.65,0
813,true,false,true,true,false,true,false,false,true,40,5,3544,339.10,26.14,54.75,0
814,true,false,true,true,false,true,false,true,true,20,1,3532,203.03,27.79,37.60,0
815,true,false,true,true,false,true,false,false,true,40,1,3560,202.89,28.10,37.94,0
816,true,false,true,true,true,false,true,true,true,60,1,4880,231.98,28.53,40.02,0
817,true,true,true,false,false,false,true,false,false,20,5,4100,332.83,25.56,54.07,0
818,true,true,true,false,false,false,false,false,true,60,1,3052,189.91,28.00,37.24,0
819,true,true,true,false,false,false,true,false,false,20,1,4144,221.87,28.69,38.93,0
82,true,true,true,true,false,false,true,false,false,20,9,4688,469.74,25.80,73.77,0
820,true,false,true,false,false,false,true,true,true,20,1,4204,237.40,28.53,40.63,0
821,true,true,true,false,false,false,false,false,true,40,1,3048,189.73,27.90,36.54,0
822,true,true,true,false,false,false,false,true,true,20,1,3024,198.75,27.70,37.38,0
823,true,false,true,false,false,false,true,true,true,20,5,4196,318.78,26.02,50.46,0
824,true,true,true,false,false,false,false,false,true,40,5,3012,307.56,26.31,50.60,0
825,true,true,true,false,false,false,false,true,true,20,5,3004,279.85,27.72,46.46,0
826,true,true,true,false,false,false,false,false,true,40,9,3012,436.83,25.90,68.69,0
827,true,false,true,true,false,true,true,false,true,20,5,4820,365.32,26.19,58.58,0
828,true,true,true,false,false,false,false,true,true,20,9,3004,397.33,26.01,60.73,0
829,true,false,true,true,false,true,true,false,true,20,1,4848,236.63,28.76,40.64,0
83,true,false,true,false,false,true,false,true,false,20,1,3072,207.57,28.38,38.01,0
830,true,true,true,true,true,false,true,false,false,60,9,4728,471.64,25.88,73.90,0
831,true,true,true,true,true,false,true,true,false,40,5,4768,302.45,26.08,48.64,0
832,true,true,true,true,true,false,true,true,false,40,9,4760,422.57,25.61,64.30,0
833,true,false,true,true,false,true,true,false,true,20,9,4816,514.87,26.21,79.46,0
834,true,true,true,false,false,true,false,true,false,60,5,3028,305.48,26.71,49.40,0
835,true,true,true,false,false,true,false,true,false,60,9,3028,435.40,26.10,66.21,0
836,true,true,true,false,false,false,true,false,true,40,9,4136,470.07,25.89,73.80,0
837,true,false,true,false,false,true,true,true,false,60,1,4180,240.77,28.97,41.17,0
838,true,false,true,false,false,true,true,true,false,60,5,4160,333.78,26.16,52.43,0
839,true,true,true,false,false,false,true,false,true,40,1,4184,222.21,28.70,39.32,0
84,true,true,true,true,false,false,false,false,true,60,1,3512,182.85,28.02,36.55,0
840,true,false,true,false,false,true,true,true,false,60,9,4160,467.37,26.01,69.48,0
841,true,true,true,true,true,false,false,true,false,60,9,3508,397.29,26.29,61.84,0
842,true,true,true,false,false,false,true,false,true,40,5,4144,339.09,25.91,54.92,0
843,true,true,true,true,true,false,true,true,false,60,1,4792,217.85,28.82,38.78,0
844,true,false,true,true,false,true,false,false,true,20,5,3516,339.14,26.11,54.54,0
845,true,true,true,true,true,false,false,true,false,60,5,3512,282.07,27.26,47.32,0
846,true,false,true,true,false,true,false,false,true,20,1,3532,205.76,28.57,37.90,0
847,true,true,true,true,true,false,false,true,false,60,1,3532,187.28,27.73,36.92,0
848,true,false,true,true,true,false,false,false,true,40,5,3560,317.39,26.00,52.47,0
849,true,false,true,false,false,false,true,true,false,60,9,4148,440.96,26.01,66.78,0
85,true,true,true,false,false,true,true,true,true,60,9,4168,464.52,26.27,68.49,0
850,true,false,true,true,true,false,false,false,true,40,9,3556,458.93,26.19,71.99,0
851,true,true,true,false,true,true,false,false,true,40,9,3076,488.25,26.42,75.81,0
852,true,true,true,false,false,true,false,true,true,60,9,3052,448.58,26.17,67.58,0
853,true,false,true,false,true,true,true,true,true,60,9,4240,473.99,26.31,69.95,0
854,true,false,true,true,false,true,false,true,true,40,9,3560,456.06,26.54,68.30,0
855,true,false,true,false,true,true,true,true,true,60,5,4240,342.91,26.36,53.58,0
856,true,false,true,true,true,true,true,true,true,20,5,4884,339.72,26.35,53.10,0
857,true,true,true,false,false,true,false,true,true,60,1,3068,200.39,27.70,37.86,0
858,true,false,true,false,true,true,true,false,false,20,5,4184,362.79,26.09,59.06,0
859,true,false,true,true,false,false,true,true,false,20,5,4772,323.01,26.00,51.16,0
86,true,false,true,false,false,true,false,true,false,20,5,3060,322.29,26.28,50.84,0
860,true,true,true,false,false,true,false,false,false,20,9,2984,478.41,26.02,73.58,0
861,true,false,true,false,true,true,true,true,true,60,1,4252,241.04,28.95,41.38,0
862,true,false,true,true,true,true,true,true,true,20,1,4892,237.42,27.70,40.41,0
863,true,true,true,false,false,true,false,true,true,60,5,3052,300.57,27.87,49.07,0
864,true,false,true,false,true,true,true,false,false,20,9,4184,516.84,26.32,80.72,0
865,true,false,true,true,false,false,true,true,false,20,9,4768,436.56,26.02,66.06,0
866,true,true,true,false,true,false,true,false,false,20,1,4192,223.20,28.39,39.09,0
867,true,false,true,false,false,false,true,true,false,60,5,4152,316.74,25.75,50.48,0
868,true,true,true,false,true,false,true,false,false,20,5,4144,333.81,25.73,54.58,0
869,true,true,true,false,false,true,false,false,false,20,1,3020,192.74,28.11,36.58,0
87,true,false,true,true,true,false,false,true,true,40,9,3580,408.59,25.92,62.31,0
870,true,false,true,false,false,false,true,true,false,60,1,4164,237.00,28.76,40.84,0
